Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCB54,8.76,Low Fat,0.050335829,Health and Hygiene,126.2336,OUT017,2007,,Tier 2,Supermarket Type1,1800.8021
FDC15,18.1,Low Fat,0.178694026,Dairy,158.9288,OUT018,2009,Medium,Tier 3,Supermarket Type2,1646.3304
NCP17,,Low Fat,0.027580163,Health and Hygiene,62.2168,OUT027,1985,Medium,Tier 3,Supermarket Type3,1702.0503
FDY39,5.305,Regular,0.04710181,Meat,181.8608,OUT049,1999,Medium,Tier 1,Supermarket Type1,4489.5513
FDH33,12.85,LF,0.121914662,Snack Foods,43.5428,OUT049,1999,Medium,Tier 1,Supermarket Type1,702.2619
FDG09,,Regular,0.047704151,Fruits and Vegetables,187.2556,OUT027,1985,Medium,Tier 3,Supermarket Type3,5107.7666
FDO10,,Regular,0.01268995,Snack Foods,56.4588,OUT027,1985,Medium,Tier 3,Supermarket Type3,1491.5728
FDD39,,Low Fat,0.06981517,Dairy,214.385,OUT027,1985,Medium,Tier 3,Supermarket Type3,4646.97
FDJ09,15.0,Low Fat,0.058513255,Snack Foods,46.9744,OUT045,2002,,Tier 2,Supermarket Type1,676.1454
DRQ35,9.3,Low Fat,0.042357203,Hard Drinks,123.2388,OUT049,1999,Medium,Tier 1,Supermarket Type1,1991.9071
FDV38,19.25,Low Fat,0.101932076,Dairy,54.5956,OUT049,1999,Medium,Tier 1,Supermarket Type1,767.31256
FDJ60,19.35,Regular,0.062476391,Baking Goods,164.5184,OUT013,1987,High,Tier 3,Supermarket Type1,1897.0862
FDJ15,11.35,Regular,0.023454399,Dairy,181.9608,OUT017,2007,,Tier 2,Supermarket Type1,2540.9158
FDR08,18.7,Low Fat,0.037681448,Fruits and Vegetables,111.0886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1505.2574
FDZ55,6.055,Low Fat,0.025408702,Fruits and Vegetables,160.892,OUT046,1997,Small,Tier 1,Supermarket Type1,2502.482
FDL10,8.395,Low Fat,0.039572298,Snack Foods,100.9042,OUT045,2002,,Tier 2,Supermarket Type1,1695.8392
FDJ34,,Regular,0.093202196,Snack Foods,125.5704,OUT027,1985,Medium,Tier 3,Supermarket Type3,1938.6018
FDW60,,Regular,0.016979326,Baking Goods,177.037,OUT027,1985,Medium,Tier 3,Supermarket Type3,3876.3018
FDK08,9.195,Regular,0.122304725,Fruits and Vegetables,99.2016,OUT046,1997,Small,Tier 1,Supermarket Type1,1206.1771
NCE42,21.1,Low Fat,0.010600287,Household,233.9958,OUT035,2004,Small,Tier 2,Supermarket Type1,2037.1777
FDR39,20.35,Low Fat,0.084273286,Meat,181.7292,OUT017,2007,,Tier 2,Supermarket Type1,4004.8523
NCN17,11.0,Low Fat,0.055162827,Health and Hygiene,100.3358,OUT018,2009,Medium,Tier 3,Supermarket Type2,1198.6119
NCR05,10.1,Low Fat,0.054741627,Health and Hygiene,200.2084,OUT045,2002,,Tier 2,Supermarket Type1,2793.6616
FDV48,,Regular,0.051366901,Baking Goods,77.0644,OUT027,1985,Medium,Tier 3,Supermarket Type3,2575.883
DRF27,8.93,Low Fat,0.028533032,Dairy,151.434,OUT018,2009,Medium,Tier 3,Supermarket Type2,1991.4298
NCF07,9.0,Low Fat,0.032072321,Household,102.2016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1760.0441
FDF40,20.25,Regular,0.022507877,Dairy,248.1092,OUT035,2004,Small,Tier 2,Supermarket Type1,4592.959
FDO28,5.765,Low Fat,0.072410764,Frozen Foods,122.5098,OUT049,1999,Medium,Tier 1,Supermarket Type1,1236.5477
FDB23,19.2,Regular,0.005611367,Starchy Foods,226.2062,OUT018,2009,Medium,Tier 3,Supermarket Type2,2031.3525
FDV48,9.195,Regular,0.051697108,Baking Goods,79.2644,OUT049,1999,Medium,Tier 1,Supermarket Type1,1172.7043
FDM45,8.655,Regular,0.08819473,Snack Foods,119.6756,OUT046,1997,Small,Tier 1,Supermarket Type1,2037.5238
FDC16,11.5,Regular,0.020611526,Dairy,84.954,OUT045,2002,,Tier 2,Supermarket Type1,1248.4879
DRE25,,Low Fat,0.072928316,Soft Drinks,94.412,OUT027,1985,Medium,Tier 3,Supermarket Type3,2387.6428
FDY35,17.6,Regular,0.0160526,Breads,43.9402,OUT049,1999,Medium,Tier 1,Supermarket Type1,1184.2997
FDR22,19.35,Regular,0.018600249,Snack Foods,110.2544,OUT045,2002,,Tier 2,Supermarket Type1,2162.0974
FDZ10,17.85,Low Fat,0.04453262,Snack Foods,127.202,OUT049,1999,Medium,Tier 1,Supermarket Type1,2102.439
FDY15,,Regular,0.299097859,Dairy,157.863,OUT019,1985,Small,Tier 1,Grocery Store,362.77975
DRA24,19.35,Regular,0.039895009,Soft Drinks,162.4868,OUT013,1987,High,Tier 3,Supermarket Type1,3573.1245
FDV37,13.0,Regular,0.083683243,Canned,198.5426,OUT045,2002,,Tier 2,Supermarket Type1,1752.9098
FDO10,13.65,Regular,0.012749289,Snack Foods,58.8588,OUT035,2004,Small,Tier 2,Supermarket Type1,1053.7981
FDR59,,Regular,0.063554289,Breads,263.6594,OUT027,1985,Medium,Tier 3,Supermarket Type3,3347.6265
FDR34,17.0,Regular,0.016030344,Snack Foods,228.0352,OUT018,2009,Medium,Tier 3,Supermarket Type2,3513.7786
FDG16,15.25,Low Fat,0.090324849,Frozen Foods,214.4192,OUT017,2007,,Tier 2,Supermarket Type1,4112.714
FDO03,,Regular,0.03670437,Meat,228.1352,OUT027,1985,Medium,Tier 3,Supermarket Type3,8120.209
FDC09,15.5,Regular,0.026342897,Fruits and Vegetables,104.1332,OUT049,1999,Medium,Tier 1,Supermarket Type1,1473.5089
FDJ52,7.145,Low Fat,0.017783501,Frozen Foods,159.4578,OUT035,2004,Small,Tier 2,Supermarket Type1,2981.789
FDL33,7.235,Low Fat,0.167316771,Snack Foods,197.5452,OUT010,1998,,Tier 3,Grocery Store,124.80975
FDJ53,10.5,Low Fat,0.071660976,Frozen Foods,119.7098,OUT017,2007,,Tier 2,Supermarket Type1,1865.8131
FDX08,,Low Fat,0.039576776,Fruits and Vegetables,179.9318,OUT019,1985,Small,Tier 1,Grocery Store,454.1539
FDK32,16.25,Regular,0.049074897,Fruits and Vegetables,154.2682,OUT045,2002,,Tier 2,Supermarket Type1,2730.684
FDM20,10.0,Low Fat,0.038904624,Fruits and Vegetables,245.4144,OUT017,2007,,Tier 2,Supermarket Type1,5827.252
NCJ42,19.75,Low Fat,0.01438222,Household,102.2332,OUT017,2007,,Tier 2,Supermarket Type1,2360.4294
FDI50,8.42,Regular,0.030968306,Canned,227.8352,OUT018,2009,Medium,Tier 3,Supermarket Type2,3273.5195
FDZ15,13.1,Low Fat,0.0,Dairy,117.8782,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.5144
NCK18,9.6,Low Fat,0.0,Household,164.2184,OUT045,2002,,Tier 2,Supermarket Type1,2306.898
FDW33,9.395,Low Fat,0.099681254,Snack Foods,106.428,OUT017,2007,,Tier 2,Supermarket Type1,1751.1404
NCT05,10.895,LF,0.021037197,Health and Hygiene,255.9672,OUT018,2009,Medium,Tier 3,Supermarket Type2,4061.472
FDZ16,,Regular,0.279886948,Frozen Foods,193.1478,OUT019,1985,Small,Tier 1,Grocery Store,582.7635
NCV17,18.85,Low Fat,0.016107549,Health and Hygiene,129.7626,OUT046,1997,Small,Tier 1,Supermarket Type1,2546.4146
FDE34,9.195,Low Fat,0.108330902,Snack Foods,183.6634,OUT018,2009,Medium,Tier 3,Supermarket Type2,2696.526
FDH44,19.1,Regular,0.025924623,Fruits and Vegetables,148.0418,OUT045,2002,,Tier 2,Supermarket Type1,2800.7249
NCK06,5.03,Low Fat,0.008664064,Household,119.3756,OUT045,2002,,Tier 2,Supermarket Type1,1104.9961
FDS46,17.6,Regular,0.047330801,Snack Foods,120.8782,OUT049,1999,Medium,Tier 1,Supermarket Type1,2252.045
NCO42,21.25,Low Fat,0.024756031,Household,146.7102,OUT018,2009,Medium,Tier 3,Supermarket Type2,1636.8533
FDL13,13.85,Regular,0.056406129,Breakfast,231.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,2976.216
FDK14,6.98,Low Fat,0.0413383,Canned,83.3934,OUT017,2007,,Tier 2,Supermarket Type1,792.34314
FDX13,7.725,Low Fat,0.047879864,Canned,250.2092,OUT045,2002,,Tier 2,Supermarket Type1,4119.373
DRI47,14.7,Low Fat,0.021005399,Hard Drinks,144.5128,OUT018,2009,Medium,Tier 3,Supermarket Type2,2330.5574
FDG22,17.6,Regular,0.041615224,Snack Foods,37.219,OUT017,2007,,Tier 2,Supermarket Type1,491.7196
FDA13,15.85,Low Fat,0.07867708,Canned,37.8506,OUT049,1999,Medium,Tier 1,Supermarket Type1,439.17892
FDE46,18.6,Low Fat,0.015769693,Snack Foods,152.1366,OUT046,1997,Small,Tier 1,Supermarket Type1,1731.3651
FDX25,16.7,Low Fat,0.102633047,Canned,180.8292,OUT017,2007,,Tier 2,Supermarket Type1,3425.7588
FDC58,10.195,Low Fat,0.04217956,Snack Foods,44.2428,OUT017,2007,,Tier 2,Supermarket Type1,634.5599
NCA42,6.965,Low Fat,0.028710065,Household,158.1604,OUT017,2007,,Tier 2,Supermarket Type1,2658.0537
FDV01,19.2,Regular,0.085082648,Canned,153.5314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2215.1218
FDU24,6.78,reg,0.140163038,Baking Goods,94.212,OUT046,1997,Small,Tier 1,Supermarket Type1,1573.5944
FDO51,6.785,Regular,0.042153502,Meat,44.0112,OUT018,2009,Medium,Tier 3,Supermarket Type2,355.44992
NCN14,19.1,Low Fat,0.15385153,Others,185.1608,OUT010,1998,,Tier 3,Grocery Store,412.8172
FDT37,,Low Fat,0.061753511,Canned,253.3014,OUT019,1985,Small,Tier 1,Grocery Store,536.9861
FDY09,15.6,Low Fat,0.042179884,Snack Foods,174.7054,OUT010,1998,,Tier 3,Grocery Store,437.1488
NCG06,16.35,Low Fat,0.029420857,Household,256.9646,OUT013,1987,High,Tier 3,Supermarket Type1,3887.4043
FDG40,13.65,Low Fat,0.066657791,Frozen Foods,32.6558,OUT010,1998,,Tier 3,Grocery Store,66.27376
FDQ47,7.155,Regular,0.168154574,Breads,33.7874,OUT035,2004,Small,Tier 2,Supermarket Type1,850.1977
DRH59,10.8,LF,0.097805615,Hard Drinks,73.938,OUT010,1998,,Tier 3,Grocery Store,190.57948
FDH48,13.5,Low Fat,0.06082246,Baking Goods,85.154,OUT017,2007,,Tier 2,Supermarket Type1,1084.4135
FDE34,9.195,Low Fat,0.107870997,Snack Foods,181.2634,OUT035,2004,Small,Tier 2,Supermarket Type1,2545.8826
NCM05,6.825,Low Fat,0.059940022,Health and Hygiene,262.4226,OUT049,1999,Medium,Tier 1,Supermarket Type1,4233.403
FDU55,16.2,Low Fat,0.035967107,Fruits and Vegetables,260.3278,OUT049,1999,Medium,Tier 1,Supermarket Type1,6989.0186
FDS60,20.85,Low Fat,0.032442388,Baking Goods,178.366,OUT035,2004,Small,Tier 2,Supermarket Type1,4209.6724
FDZ32,7.785,Regular,0.0,Fruits and Vegetables,106.4964,OUT013,1987,High,Tier 3,Supermarket Type1,1453.4773
FDP12,9.8,Regular,0.045358609,Baking Goods,36.1874,OUT045,2002,,Tier 2,Supermarket Type1,555.4556
NCL31,,Low Fat,0.119698523,Others,143.047,OUT027,1985,Medium,Tier 3,Supermarket Type3,3516.8462
FDR32,,Regular,0.150238656,Fruits and Vegetables,229.3694,OUT019,1985,Small,Tier 1,Grocery Store,376.42465
FDL08,,Low Fat,0.049478259,Fruits and Vegetables,245.4144,OUT027,1985,Medium,Tier 3,Supermarket Type3,5228.2446
FDY34,10.5,Regular,0.010998932,Snack Foods,164.3842,OUT049,1999,Medium,Tier 1,Supermarket Type1,2082.9395
DRG23,8.88,Low Fat,0.0,Hard Drinks,154.0682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2354.113
FDD04,16.0,Low Fat,0.08989642,Dairy,143.4154,OUT013,1987,High,Tier 3,Supermarket Type1,2071.294
FDX37,16.2,Low Fat,0.063385859,Canned,98.17,OUT017,2007,,Tier 2,Supermarket Type1,1672.9333
FDM09,11.15,Regular,0.086281593,Snack Foods,170.579,OUT018,2009,Medium,Tier 3,Supermarket Type2,1834.8005
FDA52,16.2,Regular,0.128315409,Frozen Foods,178.137,OUT013,1987,High,Tier 3,Supermarket Type1,3247.6624
NCV41,14.35,Low Fat,0.017108186,Health and Hygiene,110.3228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1356.1323
FDB20,7.72,LF,0.051970838,Fruits and Vegetables,79.7986,OUT035,2004,Small,Tier 2,Supermarket Type1,1730.7306
FDD28,10.695,Low Fat,0.0,Frozen Foods,60.5904,OUT017,2007,,Tier 2,Supermarket Type1,843.7682
FDI38,13.35,Regular,0.024482433,Canned,205.7638,OUT010,1998,,Tier 3,Grocery Store,959.7388
FDA28,16.1,Regular,0.047792845,Frozen Foods,126.1362,OUT035,2004,Small,Tier 2,Supermarket Type1,2156.3572
FDB32,,Low Fat,0.023339367,Fruits and Vegetables,94.8778,OUT027,1985,Medium,Tier 3,Supermarket Type3,3239.2803
NCS54,13.6,Low Fat,0.009991273,Household,175.537,OUT035,2004,Small,Tier 2,Supermarket Type1,3586.3533
NCA17,20.6,Low Fat,0.045675104,Health and Hygiene,150.9392,OUT017,2007,,Tier 2,Supermarket Type1,2858.851
FDR14,11.65,Low Fat,0.173904193,Dairy,52.3298,OUT013,1987,High,Tier 3,Supermarket Type1,469.34833
FDS58,9.285,Regular,0.021039273,Snack Foods,160.0578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2808.8594
FDU08,10.3,Low Fat,0.027426689,Fruits and Vegetables,97.3042,OUT018,2009,Medium,Tier 3,Supermarket Type2,1078.5397
FDI60,7.22,Regular,0.064141866,Baking Goods,61.251,OUT010,1998,,Tier 3,Grocery Store,161.59079
FDU40,20.85,Low Fat,0.037556341,Frozen Foods,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,2222.702
FDX46,,Regular,0.057835325,Snack Foods,57.5562,OUT027,1985,Medium,Tier 3,Supermarket Type3,1690.8467
FDG41,8.84,Regular,0.076995176,Frozen Foods,112.0228,OUT017,2007,,Tier 2,Supermarket Type1,1471.5679
FDD14,,LF,0.297312685,Canned,185.4266,OUT019,1985,Small,Tier 1,Grocery Store,525.48816
FDX45,,Low Fat,0.104348025,Snack Foods,156.263,OUT027,1985,Medium,Tier 3,Supermarket Type3,4133.51
NCN30,16.35,Low Fat,0.016989991,Household,98.541,OUT035,2004,Small,Tier 2,Supermarket Type1,1394.7986
DRH13,8.575,Low Fat,0.023885957,Soft Drinks,106.628,OUT046,1997,Small,Tier 1,Supermarket Type1,1106.367
NCP30,20.5,Low Fat,0.032954044,Household,39.3822,OUT017,2007,,Tier 2,Supermarket Type1,535.4593
FDT52,9.695,Regular,0.047429578,Frozen Foods,245.8144,OUT046,1997,Small,Tier 1,Supermarket Type1,3452.775
FDS36,8.38,Regular,0.047152554,Baking Goods,110.157,OUT017,2007,,Tier 2,Supermarket Type1,2750.2234
FDB03,17.75,Regular,0.157470693,Dairy,239.1538,OUT018,2009,Medium,Tier 3,Supermarket Type2,4266.2734
FDO09,13.5,Regular,0.125274674,Snack Foods,262.191,OUT046,1997,Small,Tier 1,Supermarket Type1,3295.0708
FDD28,,Low Fat,0.053038775,Frozen Foods,59.5904,OUT027,1985,Medium,Tier 3,Supermarket Type3,1720.8136
FDF08,14.3,Regular,0.065339802,Fruits and Vegetables,89.1856,OUT045,2002,,Tier 2,Supermarket Type1,1465.889
FDB49,8.3,Regular,0.05046718,Baking Goods,97.6384,OUT010,1998,,Tier 3,Grocery Store,354.83884
FDB08,6.055,Low Fat,0.0,Fruits and Vegetables,162.3578,OUT035,2004,Small,Tier 2,Supermarket Type1,2250.141
NCP06,20.7,Low Fat,0.039306822,Household,150.7366,OUT049,1999,Medium,Tier 1,Supermarket Type1,2714.899
FDH28,15.85,Regular,0.110254143,Frozen Foods,37.3506,OUT045,2002,,Tier 2,Supermarket Type1,471.9832
FDU20,,Regular,0.037569401,Fruits and Vegetables,120.7098,OUT019,1985,Small,Tier 1,Grocery Store,502.42203
DRB25,12.3,Low Fat,0.069852615,Soft Drinks,107.4938,OUT017,2007,,Tier 2,Supermarket Type1,1784.9766
NCM30,19.1,Low Fat,0.067676056,Household,40.8796,OUT017,2007,,Tier 2,Supermarket Type1,685.1039
FDU57,8.27,Regular,0.149895348,Snack Foods,152.0708,OUT010,1998,,Tier 3,Grocery Store,350.74265
FDF56,,Regular,0.209162936,Fruits and Vegetables,179.1976,OUT019,1985,Small,Tier 1,Grocery Store,450.9709
NCT30,9.1,Low Fat,0.080277707,Household,47.2718,OUT035,2004,Small,Tier 2,Supermarket Type1,868.8251
FDX15,17.2,Low Fat,0.156935553,Meat,160.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,2154.3008
FDX58,13.15,low fat,0.044011225,Snack Foods,181.295,OUT017,2007,,Tier 2,Supermarket Type1,3441.6758
FDQ08,15.7,Regular,0.031685529,Fruits and Vegetables,63.1536,OUT010,1998,,Tier 3,Grocery Store,89.19798
DRL23,18.35,Low Fat,0.015291576,Hard Drinks,106.1938,OUT013,1987,High,Tier 3,Supermarket Type1,1464.7245
FDA25,16.5,Regular,0.068112874,Canned,104.599,OUT035,2004,Small,Tier 2,Supermarket Type1,1845.3691
FDV09,12.1,Low Fat,0.020600553,Snack Foods,147.5734,OUT049,1999,Medium,Tier 1,Supermarket Type1,3035.1418
FDQ46,7.51,Low Fat,0.10423592,Snack Foods,111.7544,OUT018,2009,Medium,Tier 3,Supermarket Type2,2025.0947
FDH41,,Low Fat,0.081614376,Frozen Foods,214.7534,OUT027,1985,Medium,Tier 3,Supermarket Type3,5142.141
FDY20,12.5,Regular,0.082215187,Fruits and Vegetables,91.4488,OUT017,2007,,Tier 2,Supermarket Type1,1404.0201
FDO37,8.06,Low Fat,0.021372636,Breakfast,231.7326,OUT035,2004,Small,Tier 2,Supermarket Type1,5126.389
FDZ55,6.055,Low Fat,0.025460232,Fruits and Vegetables,160.892,OUT045,2002,,Tier 2,Supermarket Type1,2420.9492
FDS32,,Regular,0.029510313,Fruits and Vegetables,141.9838,OUT027,1985,Medium,Tier 3,Supermarket Type3,3585.4753
FDV50,14.3,Low Fat,0.122761775,Dairy,124.373,OUT049,1999,Medium,Tier 1,Supermarket Type1,1890.6475
NCV30,20.2,Low Fat,0.066065799,Household,61.351,OUT045,2002,,Tier 2,Supermarket Type1,1121.6895
FDP16,18.6,Low Fat,0.039454924,Frozen Foods,244.0802,OUT018,2009,Medium,Tier 3,Supermarket Type2,3625.3936
FDW39,6.69,Regular,0.036910398,Meat,175.037,OUT046,1997,Small,Tier 1,Supermarket Type1,2214.2795
FDN39,19.35,Regular,0.0,Meat,169.0816,OUT013,1987,High,Tier 3,Supermarket Type1,3380.3262
FDV55,17.75,Low Fat,0.055159054,Fruits and Vegetables,145.6444,OUT049,1999,Medium,Tier 1,Supermarket Type1,2393.8054
FDZ20,16.1,Low Fat,0.034300475,Fruits and Vegetables,253.2356,OUT035,2004,Small,Tier 2,Supermarket Type1,4873.3936
FDK02,12.5,Low Fat,0.112399145,Canned,120.444,OUT049,1999,Medium,Tier 1,Supermarket Type1,1912.3093
FDK10,5.785,Regular,0.040523265,Snack Foods,177.866,OUT018,2009,Medium,Tier 3,Supermarket Type2,4287.001
NCQ41,14.8,Low Fat,0.019559746,Health and Hygiene,193.7794,OUT018,2009,Medium,Tier 3,Supermarket Type2,2699.3752
FDA11,7.75,Low Fat,0.043483398,Baking Goods,94.3436,OUT017,2007,,Tier 2,Supermarket Type1,1738.4933
FDN13,18.6,Low Fat,0.152366659,Breakfast,98.5358,OUT045,2002,,Tier 2,Supermarket Type1,1457.1023
NCA42,6.965,Low Fat,0.047784475,Household,158.8604,OUT010,1998,,Tier 3,Grocery Store,404.60565
NCX30,16.7,Low Fat,0.026598474,Household,245.8776,OUT013,1987,High,Tier 3,Supermarket Type1,4131.4766
FDL10,,Low Fat,0.039300964,Snack Foods,99.5042,OUT027,1985,Medium,Tier 3,Supermarket Type3,2116.8938
FDQ33,13.35,Low Fat,0.091348964,Snack Foods,150.3708,OUT049,1999,Medium,Tier 1,Supermarket Type1,3648.18
NCE42,21.1,Low Fat,0.010602292,Household,235.3958,OUT046,1997,Small,Tier 1,Supermarket Type1,3256.0376
FDH58,12.3,Low Fat,0.0,Snack Foods,116.4834,OUT018,2009,Medium,Tier 3,Supermarket Type2,1652.444
FDF33,7.97,Low Fat,0.021579162,Seafood,105.9596,OUT045,2002,,Tier 2,Supermarket Type1,1903.8835
DRK49,14.15,Low Fat,0.03593692,Soft Drinks,41.0138,OUT035,2004,Small,Tier 2,Supermarket Type1,686.13324
NCK19,9.8,Low Fat,0.09046564,Others,193.6478,OUT046,1997,Small,Tier 1,Supermarket Type1,2693.3286
FDT24,,Regular,0.0,Baking Goods,75.9328,OUT027,1985,Medium,Tier 3,Supermarket Type3,2353.939
FDI57,19.85,Low Fat,0.054245722,Seafood,196.0768,OUT018,2009,Medium,Tier 3,Supermarket Type2,4475.15
NCQ06,,Low Fat,0.041621987,Household,253.6014,OUT027,1985,Medium,Tier 3,Supermarket Type3,6888.7534
FDB16,8.21,Low Fat,0.044888397,Dairy,87.3198,OUT013,1987,High,Tier 3,Supermarket Type1,1029.2828
FDB57,20.25,Regular,0.018805105,Fruits and Vegetables,220.6772,OUT046,1997,Small,Tier 1,Supermarket Type1,2573.966
DRD13,15.0,Low Fat,0.049279392,Soft Drinks,65.7168,OUT018,2009,Medium,Tier 3,Supermarket Type2,689.2658
FDC41,15.6,Low Fat,0.116815953,Frozen Foods,75.567,OUT013,1987,High,Tier 3,Supermarket Type1,1418.5221
FDW59,13.15,Low Fat,0.020698674,Breads,86.3566,OUT013,1987,High,Tier 3,Supermarket Type1,1296.8428
FDO49,10.6,Regular,0.033103556,Breakfast,48.9008,OUT049,1999,Medium,Tier 1,Supermarket Type1,728.9865
FDO08,11.1,Regular,0.090008963,Fruits and Vegetables,164.0526,OUT010,1998,,Tier 3,Grocery Store,199.84859
NCV06,,Low Fat,0.116750407,Household,195.2478,OUT019,1985,Small,Tier 1,Grocery Store,518.1888
NCY06,15.25,Low Fat,0.061184804,Household,132.0968,OUT046,1997,Small,Tier 1,Supermarket Type1,2734.6694
FDL03,19.25,Regular,0.027190917,Meat,194.811,OUT018,2009,Medium,Tier 3,Supermarket Type2,2303.7896
NCL31,7.39,LF,0.120467994,Others,145.147,OUT049,1999,Medium,Tier 1,Supermarket Type1,4080.7437
FDU46,10.3,Regular,0.011189235,Snack Foods,86.654,OUT017,2007,,Tier 2,Supermarket Type1,1833.9165
FDF04,17.5,Low Fat,0.013714183,Frozen Foods,259.2304,OUT017,2007,,Tier 2,Supermarket Type1,3376.9746
FDX31,,Regular,0.0,Fruits and Vegetables,234.7958,OUT019,1985,Small,Tier 1,Grocery Store,709.9759
FDI24,10.3,Low Fat,0.078728915,Baking Goods,178.437,OUT035,2004,Small,Tier 2,Supermarket Type1,2961.0605
FDY28,,Regular,0.26639671,Frozen Foods,215.6218,OUT019,1985,Small,Tier 1,Grocery Store,535.67175
DRN11,7.85,Low Fat,0.163902159,Hard Drinks,143.3444,OUT017,2007,,Tier 2,Supermarket Type1,2018.458
FDB10,10.0,Low Fat,0.067312613,Snack Foods,234.359,OUT049,1999,Medium,Tier 1,Supermarket Type1,3180.8003
FDI60,7.22,Regular,0.03832122,Baking Goods,61.851,OUT046,1997,Small,Tier 1,Supermarket Type1,1055.9489
FDN15,,Low Fat,0.016653022,Meat,139.518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3104.62
NCE18,10.0,Low Fat,0.021421289,Household,248.375,OUT035,2004,Small,Tier 2,Supermarket Type1,6470.417
NCE43,,LF,0.102941345,Household,171.2448,OUT027,1985,Medium,Tier 3,Supermarket Type3,4213.188
NCN53,5.175,Low Fat,0.030479118,Health and Hygiene,33.2874,OUT018,2009,Medium,Tier 3,Supermarket Type2,567.2083
NCX41,,Low Fat,0.031024168,Health and Hygiene,210.5244,OUT019,1985,Small,Tier 1,Grocery Store,1176.4312
FDO52,11.6,Regular,0.077100381,Frozen Foods,172.4106,OUT013,1987,High,Tier 3,Supermarket Type1,2179.612
FDW45,18.0,Low Fat,0.038978526,Snack Foods,148.6418,OUT013,1987,High,Tier 3,Supermarket Type1,2614.2363
FDN45,,Low Fat,0.117530851,Snack Foods,222.7088,OUT027,1985,Medium,Tier 3,Supermarket Type3,5566.4766
FDD38,16.75,Regular,0.008238064,Canned,101.9674,OUT017,2007,,Tier 2,Supermarket Type1,1724.0703
FDK27,,Low Fat,0.015664229,Meat,122.2756,OUT019,1985,Small,Tier 1,Grocery Store,219.66919
FDG40,13.65,Low Fat,0.039824346,Frozen Foods,32.8558,OUT046,1997,Small,Tier 1,Supermarket Type1,577.3764
FDA34,11.5,Low Fat,0.014883661,Starchy Foods,174.508,OUT049,1999,Medium,Tier 1,Supermarket Type1,3303.3447
FDX48,17.75,Regular,0.038102203,Baking Goods,154.0656,OUT017,2007,,Tier 2,Supermarket Type1,2225.3625
FDY37,,Regular,0.026440214,Canned,143.647,OUT027,1985,Medium,Tier 3,Supermarket Type3,3626.269
DRE48,8.43,Low Fat,0.017396308,Soft Drinks,196.0768,OUT018,2009,Medium,Tier 3,Supermarket Type2,3228.181
FDT58,9.0,Low Fat,0.086088353,Snack Foods,168.7816,OUT049,1999,Medium,Tier 1,Supermarket Type1,2809.2683
FDA19,7.52,Low Fat,0.092272132,Fruits and Vegetables,128.7994,OUT010,1998,,Tier 3,Grocery Store,268.90494
FDG52,13.65,Low Fat,0.065618434,Frozen Foods,47.6402,OUT035,2004,Small,Tier 2,Supermarket Type1,858.35156
FDA32,,LF,0.052691046,Fruits and Vegetables,216.3192,OUT019,1985,Small,Tier 1,Grocery Store,285.40134
NCM19,12.65,Low Fat,0.047333044,Others,113.8202,OUT045,2002,,Tier 2,Supermarket Type1,1895.9397
NCF42,17.35,Low Fat,0.167722519,Household,176.3712,OUT045,2002,,Tier 2,Supermarket Type1,1963.1195
FDV23,11.0,Low Fat,0.105816753,Breads,126.0046,OUT035,2004,Small,Tier 2,Supermarket Type1,1895.1696
DRA59,8.27,Regular,0.214125129,Soft Drinks,183.9924,OUT010,1998,,Tier 3,Grocery Store,87.66093
FDA01,,Regular,0.054114924,Canned,58.4904,OUT027,1985,Medium,Tier 3,Supermarket Type3,1680.757
FDX44,,Low Fat,0.042758477,Fruits and Vegetables,88.4172,OUT027,1985,Medium,Tier 3,Supermarket Type3,2220.153
FDW25,5.175,Low Fat,0.037391881,Canned,83.2224,OUT035,2004,Small,Tier 2,Supermarket Type1,1634.252
NCM05,,Low Fat,0.104784329,Health and Hygiene,266.0226,OUT019,1985,Small,Tier 1,Grocery Store,450.63922
NCJ54,9.895,Low Fat,0.060055757,Household,234.2642,OUT035,2004,Small,Tier 2,Supermarket Type1,3664.6575
NCK07,10.65,Low Fat,0.048885018,Others,166.1526,OUT018,2009,Medium,Tier 3,Supermarket Type2,2361.7095
